
>v 1.13 Nov 11 2015, <7BF567BF>
>
>#
>#200,0
>#50,398
>#50,0
>#50,359
>#50,0
>#50,323
>#50,0
>#50,283
>#60,0
>#10,10
>#10,20
>#10,31
>#10,41
>#10,51
>#10,61
>#10,71
>#10,82
>#10,92
>#10,102
>#10,112
>#10,122
>#10,133
>#10,143
>#10,153
>#10,163
>#10,173
>#10,184
>#10,194
>#10,204
>#10,214
>#10,224
>#10,235
>#10,245
>#10,255
>#10,265
>#10,275
>#10,286
>#10,296
>#10,306
>#10,316
>#10,326
>#10,337
>#10,347
>#10,357
>#10,367
>#10,377
>#10,388
>#10,398
>#1990,0
>?t
690,0,0
690,0,0
700,0,0
700,0,0
710,0,0
710,0,0
720,0,0
720,0,0
730,0,0
730,0,0
740,0,0
740,0,0
750,0,0
750,0,0
760,0,0
760,0,0
770,0,0
770,0,0
780,0,0
780,0,0
790,0,0
790,0,0
800,0,0
800,0,0
810,0,0
810,0,0
820,0,0
820,0,0
830,0,0
830,0,0
840,0,0
840,0,0
850,0,0
850,0,0
860,0,0
860,0,0
870,0,0
870,0,0
880,0,0
880,0,0
890,0,0
890,0,0
900,0,0
900,0,0
910,0,0
910,0,0
920,0,0
920,0,0
930,0,0
930,0,0
940,0,0
940,0,0
950,0,0
950,0,0
960,0,0
960,0,0
970,0,0
970,0,0
980,0,0
980,0,0
990,0,0
990,0,0
1000,0,0
1000,0,0
2990,0,0
2990,0,0
3090,0,0
3090,0,0
3100,0,0
3105,0,0
>
>?t
0,0,0
200,0,0
200,0,0
250,0,0
250,0,0
300,0,0
300,0,0
350,0,0
350,0,0
400,0,0
400,0,0
450,0,0
450,0,0
500,0,0
500,0,0
550,0,0
550,0,0
610,0,0
610,0,0
620,0,0
620,0,0
630,0,0
630,0,0
640,0,0
640,0,0
650,0,0
650,0,0
660,0,0
660,0,0
670,0,0
670,0,0
680,0,0
680,0,0
690,0,0
690,0,0
700,0,0
700,0,0
710,0,0
710,0,0
720,0,0
720,0,0
730,0,0
730,0,0
740,0,0
740,0,0
750,0,0
750,0,0
760,0,0
760,0,0
770,0,0
770,0,0
780,0,0
780,0,0
790,0,0
790,0,0
800,0,0
800,0,0
810,0,0
810,0,0
820,0,0
820,0,0
830,0,0
830,0,0
840,0,0
840,0,0
850,0,0
850,0,0
860,0,0
860,0,0
870,0,0
870,0,0
880,0,0
880,0,0
890,0,0
890,0,0
900,0,0
900,0,0
910,0,0
910,0,0
920,0,0
920,0,0
930,0,0
930,0,0
940,0,0
940,0,0
950,0,0
950,0,0
960,0,0
960,0,0
970,0,0
970,0,0
980,0,0
980,0,0
990,0,0
990,0,0
1000,0,0
1000,0,0
2990,0,0
2990,0,0
3090,0,0
3090,0,0
3100,0,0
3105,0,0
>
>?t
0,0,12
200,0,12
200,0,367
250,0,367
250,0,12
300,0,12
300,0,340
350,0,340
350,0,12
400,0,12
400,0,308
450,0,308
450,0,12
500,0,12
500,0,278
550,0,278
550,0,12
610,0,12
610,0,19
620,0,19
620,0,26
630,0,26
630,0,34
640,0,34
640,0,42
650,0,42
650,0,49
660,0,49
660,0,57
670,0,57
670,0,64
680,0,64
680,0,72
690,0,72
690,0,80
700,0,80
700,0,87
710,0,87
710,0,95
720,0,95
720,0,102
730,0,102
730,0,110
740,0,110
740,0,118
750,0,118
750,0,125
760,0,125
760,0,132
770,0,132
770,0,140
780,0,140
780,0,148
790,0,148
790,0,155
800,0,155
800,0,163
810,0,163
810,0,170
820,0,170
820,0,178
830,0,178
830,0,186
840,0,186
840,0,193
850,0,193
850,0,201
860,0,201
860,0,208
870,0,208
870,0,215
880,0,215
880,0,224
890,0,224
890,0,231
900,0,231
900,0,238
910,0,238
910,0,246
920,0,246
920,0,253
930,0,253
930,0,261
940,0,261
940,0,269
950,0,269
950,0,276
960,0,276
960,0,284
970,0,284
970,0,291
980,0,291
980,0,299
990,0,299
990,0,307
1000,0,307
1000,0,12
2990,0,12
2990,0,12
3090,0,12
3090,0,11
3100,0,11
3105,0,11
>
>?t
0,0,12
200,0,12
200,0,367
250,0,367
250,0,12
300,0,12
300,0,340
350,0,340
350,0,12
400,0,12
400,0,308
450,0,308
450,0,12
500,0,12
500,0,278
550,0,278
550,0,12
610,0,12
610,0,19
620,0,19
620,0,26
630,0,26
630,0,34
640,0,34
640,0,42
650,0,42
650,0,49
660,0,49
660,0,57
670,0,57
670,0,64
680,0,64
680,0,72
690,0,72
690,0,80
700,0,80
700,0,87
710,0,87
710,0,95
720,0,95
720,0,102
730,0,102
730,0,110
740,0,110
740,0,118
750,0,118
750,0,125
760,0,125
760,0,132
770,0,132
770,0,140
780,0,140
780,0,148
790,0,148
790,0,155
800,0,155
800,0,163
810,0,163
810,0,170
820,0,170
820,0,178
830,0,178
830,0,186
840,0,186
840,0,193
850,0,193
850,0,201
860,0,201
860,0,208
870,0,208
870,0,215
880,0,215
880,0,224
890,0,224
890,0,231
900,0,231
900,0,238
910,0,238
910,0,246
920,0,246
920,0,253
930,0,253
930,0,261
940,0,261
940,0,269
950,0,269
950,0,276
960,0,276
960,0,284
970,0,284
970,0,291
980,0,291
980,0,299
990,0,299
990,0,307
1000,0,307
1000,0,12
2990,0,12
2990,0,12
3090,0,12
3090,0,11
3100,0,11
3105,0,11
>
>
